,Unnamed: 0_src,MSD_src,form_src,eng_gloss_src,gitksan_gloss_src,morph_src,paradigm_i,Unnamed: 0_tgt,MSD_tgt,form_tgt,eng_gloss_tgt,gitksan_gloss_tgt,morph_tgt
1748,567,ROOT,yuuhlimX,advise,yuuhlimX,yuuhlimx̲,270,568,ROOT;3PL.II,yuuhlimXdiit,advise-3PL.II,yuuhlimX-3PL.II,yuuhlimx̲-diit
1751,731,ROOT,'wa,reach,'wa,'wa,408,732,ROOT;3PL.II,'wadiit,reach-3PL.II,'wa-3PL.II,'wa-diit
1752,732,ROOT;3PL.II,'wadiit,reach-3PL.II,'wa-3PL.II,'wa-diit,408,731,ROOT,'wa,reach,'wa,'wa
1755,754,ROOT,hilen,chase,hilen,hilen,442,755,ROOT;3PL.II,hilendiit,chase-3PL.II,hilen-3PL.II,hilen-diit
1756,755,ROOT;3PL.II,hilendiit,chase-3PL.II,hilen-3PL.II,hilen-diit,442,754,ROOT,hilen,chase,hilen,hilen
1759,884,ROOT;3.II,yimt,smell.II-3.II,yim-3.II,yim-t,610,883,ROOT,yim,smell.II,yim,yim
1760,883,ROOT,yim,smell.II,yim,yim,610,884,ROOT;3.II,yimt,smell.II-3.II,yim-3.II,yim-t
1763,781,ROOT;3PL.II,k'etsxwdiit,arrive.by.boat-3PL.II,k'etsxw-3PL.II,k'etsxw-diit,480,780,ROOT,k'etsxw,arrive.by.boat,k'etsxw,k'etsxw
1764,780,ROOT,k'etsxw,arrive.by.boat,k'etsxw,k'etsxw,480,781,ROOT;3PL.II,k'etsxwdiit,arrive.by.boat-3PL.II,k'etsxw-3PL.II,k'etsxw-diit
1767,1058,ROOT,haaXin,suffer-CAUS2,haaX-in,haax̲-in,765,1059,ROOT;PL;3.II,haXhaaK'ant,PL~suffer-CAUS2-3.II,PL~haaX-in-3.II,CVC~haax̲-in-t
1768,1059,ROOT;PL;3.II,haXhaaK'ant,PL~suffer-CAUS2-3.II,PL~haaX-in-3.II,CVC~haax̲-in-t,765,1058,ROOT,haaXin,suffer-CAUS2,haaX-in,haax̲-in
1771,852,ROOT,uu'w,invite.I,uu'w,uu'w,571,853,ROOT;3PL.II,uu'wdiit,invite.I-3PL.II,uu'w-3PL.II,uu'w-diit
1772,853,ROOT;3PL.II,uu'wdiit,invite.I-3PL.II,uu'w-3PL.II,uu'w-diit,571,852,ROOT,uu'w,invite.I,uu'w,uu'w
1775,1200,ROOT,K'amksiwaamX,white.people-language,K'amksiwaa-mX,k̲'amksiwaa-mx̲,922,1201,ROOT;3PL.II,K'amksiwaamXdiit,white.people-language-3PL.II,K'amksiwaa-mX-3PL.II,k̲'amksiwaa-mx̲-diit
1776,1201,ROOT;3PL.II,K'amksiwaamXdiit,white.people-language-3PL.II,K'amksiwaa-mX-3PL.II,k̲'amksiwaa-mx̲-diit,922,1200,ROOT,K'amksiwaamX,white.people-language,K'amksiwaa-mX,k̲'amksiwaa-mx̲
1779,958,ROOT;3PL.II,sisatxwdiit,CAUS1-lucky-3PL.II,si-satxw-3PL.II,si-satxw-diit,693,957,ROOT,sisatxw,CAUS1-lucky,si-satxw,si-satxw
1780,957,ROOT,sisatxw,CAUS1-lucky,si-satxw,si-satxw,693,958,ROOT;3PL.II,sisatxwdiit,CAUS1-lucky-3PL.II,si-satxw-3PL.II,si-satxw-diit
1783,687,ROOT,gitxs,search,gitxs,gitxs,356,689,ROOT;PL;SX,gigitxsit,PL~search-SX,PL~gitxs-SX,gi~gitxs-it
1784,689,ROOT;PL;SX,gigitxsit,PL~search-SX,PL~gitxs-SX,gi~gitxs-it,356,687,ROOT,gitxs,search,gitxs,gitxs
1787,1258,ROOT;SX,luujoGat,in.I-dwell-SX,luu-joK-SX,luu-jok̲-it,1000,1257,ROOT,luujoK,in.I-dwell,luu-joK,luu-jok̲
1788,1257,ROOT,luujoK,in.I-dwell,luu-joK,luu-jok̲,1000,1258,ROOT;SX,luujoGat,in.I-dwell-SX,luu-joK-SX,luu-jok̲-it
1791,1089,ROOT,siget,CAUS1-people,si-get,si-get,792,1090,ROOT;ATTR,sigedim,CAUS1-people-ATTR,si-get-ATTR,si-get-m
1792,1090,ROOT;ATTR,sigedim,CAUS1-people-ATTR,si-get-ATTR,si-get-m,792,1089,ROOT,siget,CAUS1-people,si-get,si-get
1795,1114,ROOT;3PL.II,liksgedindiit,strange-character-CAUS2-3PL.II,liks-get-in-3PL.II,liks-get-in-diit,831,1113,ROOT,liksgetin,strange-character-CAUS2,liks-get-in,liks-get-in
1796,1113,ROOT,liksgetin,strange-character-CAUS2,liks-get-in,liks-get-in,831,1114,ROOT;3PL.II,liksgedindiit,strange-character-CAUS2-3PL.II,liks-get-in-3PL.II,liks-get-in-diit
1799,137,ROOT;3PL.II,yuxwdiit,follow-3PL.II,yuxw-3PL.II,yuxw-diit,39,139,ROOT;TR;1SG.II,yuwi'y,follow-TR-1SG.II,yuxw-TR-1SG.II,yuxw-i-'y
1800,139,ROOT;TR;1SG.II,yuwi'y,follow-TR-1SG.II,yuxw-TR-1SG.II,yuxw-i-'y,39,137,ROOT;3PL.II,yuxwdiit,follow-3PL.II,yuxw-3PL.II,yuxw-diit
1803,972,ROOT;3PL.II,sa'anjapdiit,CAUS1-NMLZ-make-3PL.II,si-an-jap-3PL.II,si-an-jap-diit,700,971,ROOT,sianjap,CAUS1-NMLZ-make,si-an-jap,si-an-jap
1804,971,ROOT,sianjap,CAUS1-NMLZ-make,si-an-jap,si-an-jap,700,972,ROOT;3PL.II,sa'anjapdiit,CAUS1-NMLZ-make-3PL.II,si-an-jap-3PL.II,si-an-jap-diit
1807,868,ROOT,gwelXyee'ns,pass.down.II,gwelXyee'ns,gwelx̲yee'ns,598,869,ROOT;ATTR,gwelXyee'nsim,pass.down.II-ATTR,gwelXyee'ns-ATTR,gwelx̲yee'ns-m
1808,869,ROOT;ATTR,gwelXyee'nsim,pass.down.II-ATTR,gwelXyee'ns-ATTR,gwelx̲yee'ns-m,598,868,ROOT,gwelXyee'ns,pass.down.II,gwelXyee'ns,gwelx̲yee'ns
1811,643,ROOT;1PL.II,moohli'm,barrel-1PL.II,moohl-1PL.II,moohl-'m,320,642,ROOT,moohl,barrel,moohl,moohl
1812,642,ROOT,moohl,barrel,moohl,moohl,320,643,ROOT;1PL.II,moohli'm,barrel-1PL.II,moohl-1PL.II,moohl-'m
1815,669,ROOT;3.II,hogaXt,resemble-3.II,hogaX-3.II,hogax̲-t,339,668,ROOT,hogaX,resemble,hogaX,hogax̲
1816,668,ROOT,hogaX,resemble,hogaX,hogax̲,339,669,ROOT;3.II,hogaXt,resemble-3.II,hogaX-3.II,hogax̲-t
1819,279,ROOT,'mal,canoe,'mel,'mal,89,280,ROOT;3.II,'malt,canoe-3.II,'mel-3.II,'mal-t
1820,280,ROOT;3.II,'malt,canoe-3.II,'mel-3.II,'mal-t,89,279,ROOT,'mal,canoe,'mel,'mal
1823,1044,ROOT;ATTR,XsdemGam,PFX-exert-ATTR,Xs-demK-ATTR,x̲s-demk̲-m,752,1043,ROOT,XsdemK,PFX-exert,Xs-demK,x̲s-demk̲
1824,1043,ROOT,XsdemK,PFX-exert,Xs-demK,x̲s-demk̲,752,1044,ROOT;ATTR,XsdemGam,PFX-exert-ATTR,Xs-demK-ATTR,x̲s-demk̲-m
1827,1135,ROOT;SX,luujoGat,in-dwell-SX,luu-joK-SX,luu-jok̲-it,865,1134,ROOT,luujoK,in-dwell,luu-joK,luu-jok̲
1828,1134,ROOT,luujoK,in-dwell,luu-joK,luu-jok̲,865,1135,ROOT;SX,luujoGat,in-dwell-SX,luu-joK-SX,luu-jok̲-it
1831,679,ROOT,men,remain,men,men,348,680,ROOT;SX,ment,remain-SX,men-SX,men-it
1832,680,ROOT;SX,ment,remain-SX,men-SX,men-it,348,679,ROOT,men,remain,men,men
1835,782,ROOT,jiip,vanish,jiip,jiip,484,783,ROOT;3.II,jiipt,vanish-3.II,jiip-3.II,jiip-t
1836,783,ROOT;3.II,jiipt,vanish-3.II,jiip-3.II,jiip-t,484,782,ROOT,jiip,vanish,jiip,jiip
1839,747,ROOT;3PL.II,hlimoo'ldiit,wrap-3PL.II,hlimoo'lt-3PL.II,hlimoo'lt-diit,434,746,ROOT;3.II,hlimoo'ltt,wrap-3.II,hlimoo'lt-3.II,hlimoo'lt-t
1840,746,ROOT;3.II,hlimoo'ltt,wrap-3.II,hlimoo'lt-3.II,hlimoo'lt-t,434,747,ROOT;3PL.II,hlimoo'ldiit,wrap-3PL.II,hlimoo'lt-3PL.II,hlimoo'lt-diit
1843,530,ROOT,nee,not.so,nee,nee,225,531,ROOT;3.II,neet,not.so-3.II,nee-3.II,nee-t
1844,531,ROOT;3.II,neet,not.so-3.II,nee-3.II,nee-t,225,530,ROOT,nee,not.so,nee,nee
1847,1083,ROOT,anbisxw,NMLZ-expect,an-bisxw,an-bisxw,786,1084,ROOT;SX,anbisxwit,NMLZ-expect-SX,an-bisxw-SX,an-bisxw-it
1848,1084,ROOT;SX,anbisxwit,NMLZ-expect-SX,an-bisxw-SX,an-bisxw-it,786,1083,ROOT,anbisxw,NMLZ-expect,an-bisxw,an-bisxw
1851,914,ROOT;3.II,ts'u'wint,tip-3.II,ts'u'win-3.II,ts'u'win-t,655,913,ROOT,ts'u'win,tip,ts'u'win,ts'u'win
1852,913,ROOT,ts'u'win,tip,ts'u'win,ts'u'win,655,914,ROOT;3.II,ts'u'wint,tip-3.II,ts'u'win-3.II,ts'u'win-t
1855,117,ROOT;3PL.II,a'widiit,whine-3PL.II,a'w-3PL.II,a'w-diit,31,116,ROOT,a'w,whine,a'w,a'w
1856,116,ROOT,a'w,whine,a'w,a'w,31,117,ROOT;3PL.II,a'widiit,whine-3PL.II,a'w-3PL.II,a'w-diit
1859,798,ROOT,hit',stic,hit',hit',515,799,ROOT;PL;3.II,hithit't,PL~stick-3.II,PL~hit'-3.II,CVC~hit'-t
1860,799,ROOT;PL;3.II,hithit't,PL~stick-3.II,PL~hit'-3.II,CVC~hit'-t,515,798,ROOT,hit',stic,hit',hit'
1863,42,ROOT;1SG.II,wegi'y,man's.brother-1SG.II,wek-1SG.II,wek-'y,10,41,ROOT;3.II,wekt,man's.brother-3.II,wek-3.II,wek-t
1864,41,ROOT;3.II,wekt,man's.brother-3.II,wek-3.II,wek-t,10,42,ROOT;1SG.II,wegi'y,man's.brother-1SG.II,wek-1SG.II,wek-'y
1867,927,ROOT,Gado'o,behind,Gado'o,g̲ado'o,662,928,ROOT;3.II,Gado'ot,behind-3.II,Gado'o-3.II,g̲ado'o-t
1868,928,ROOT;3.II,Gado'ot,behind-3.II,Gado'o-3.II,g̲ado'o-t,662,927,ROOT,Gado'o,behind,Gado'o,g̲ado'o
1871,1178,ROOT,tk'utk'utk'utk'udaa,around-around-outer.surface,tk'u-tk'u-tk'u-tk'u-daa,tk'u-tk'u-tk'u-tk'u-daax,906,1179,ROOT;3.II,k'utk'udaaxt,around-around-outer.surface-3.II,tk'u-tk'u-tk'u-tk'u-daax-3.II,tk'u-tk'u-daax-t
1872,1179,ROOT;3.II,k'utk'udaaxt,around-around-outer.surface-3.II,tk'u-tk'u-tk'u-tk'u-daax-3.II,tk'u-tk'u-daax-t,906,1178,ROOT,tk'utk'utk'utk'udaa,around-around-outer.surface,tk'u-tk'u-tk'u-tk'u-daa,tk'u-tk'u-tk'u-tk'u-daax
1875,922,ROOT;3.II,k'i'yt,one-3.II,k'i'y-3.II,k'i'y-t,659,921,ROOT,k'i'y,one,k'i'y,k'i'y
1876,921,ROOT,k'i'y,one,k'i'y,k'i'y,659,922,ROOT;3.II,k'i'yt,one-3.II,k'i'y-3.II,k'i'y-t
1879,323,ROOT,Gan'mala,button,Gan'mala,g̲an'mala,116,324,ROOT;3.II,Gan'malat,button-3.II,Gan'mala-3.II,g̲an'mala-t
1880,324,ROOT;3.II,Gan'malat,button-3.II,Gan'mala-3.II,g̲an'mala-t,116,323,ROOT,Gan'mala,button,Gan'mala,g̲an'mala
1883,623,ROOT;1PL.II,limixi'm,sing-1PL.II,limx-1PL.II,limix-'m,302,622,ROOT;3.II,limxt,sing-3.II,limx-3.II,limx-t
1884,622,ROOT;3.II,limxt,sing-3.II,limx-3.II,limx-t,302,623,ROOT;1PL.II,limixi'm,sing-1PL.II,limx-1PL.II,limix-'m
1887,1019,ROOT;1PL.II,silgedi'm,COM-people-1PL.II,sil-get-1PL.II,sil-get-'m,738,1018,ROOT,silget,COM-people,sil-get,sil-get
1888,1018,ROOT,silget,COM-people,sil-get,sil-get,738,1019,ROOT;1PL.II,silgedi'm,COM-people-1PL.II,sil-get-1PL.II,sil-get-'m
1891,727,ROOT,haboo'l,care.for,haboo'l,haboo'l,398,728,ROOT;3.II,haboo'lt,care.for-3.II,haboo'l-3.II,haboo'l-t
1892,728,ROOT;3.II,haboo'lt,care.for-3.II,haboo'l-3.II,haboo'l-t,398,727,ROOT,haboo'l,care.for,haboo'l,haboo'l
1895,1054,ROOT,sihlguuhlxw,CAUS1-offsprin,si-hlguuhlxw,si-hlguuhlxw,759,1055,ROOT;3.II,sihlguuhlxwt,CAUS1-offspring-3.II,si-hlguuhlxw-3.II,si-hlguuhlxw-t
1896,1055,ROOT;3.II,sihlguuhlxwt,CAUS1-offspring-3.II,si-hlguuhlxw-3.II,si-hlguuhlxw-t,759,1054,ROOT,sihlguuhlxw,CAUS1-offsprin,si-hlguuhlxw,si-hlguuhlxw
1899,1242,ROOT;3.II,gigeenixt,place-upriver-3.II,gi-geenix-3.II,gi-geenix-t,967,1241,ROOT,gigeeni,place-upriver,gi-geeni,gi-geenix
1900,1241,ROOT,gigeeni,place-upriver,gi-geeni,gi-geenix,967,1242,ROOT;3.II,gigeenixt,place-upriver-3.II,gi-geenix-3.II,gi-geenix-t
1903,108,ROOT,dilst,live,dils,dilst,29,111,ROOT;PL;3PL.II,dildilsdiit,PL~live-3PL.II,PL~dils-3PL.II,CVC~dils-diit
1904,111,ROOT;PL;3PL.II,dildilsdiit,PL~live-3PL.II,PL~dils-3PL.II,CVC~dils-diit,29,108,ROOT,dilst,live,dils,dilst
1907,850,ROOT,t'ihlxw,child.I,t'ihlxw,t'ihlxw,570,851,ROOT;ATTR,t'ihlxum,child.I-ATTR,t'ihlxw-ATTR,t'ihlxw-m
1908,851,ROOT;ATTR,t'ihlxum,child.I-ATTR,t'ihlxw-ATTR,t'ihlxw-m,570,850,ROOT,t'ihlxw,child.I,t'ihlxw,t'ihlxw
1911,54,ROOT,sins,blind,sins,sins,13,55,ROOT;3.II,sinst,blind-3.II,sins-3.II,sins-t
1912,55,ROOT;3.II,sinst,blind-3.II,sins-3.II,sins-t,13,54,ROOT,sins,blind,sins,sins
1915,1097,ROOT,XshaneeK,PFX-smell.I,Xs-haneeK,x̲s-haneek̲,802,1098,ROOT;3.II,XshaneeKt,PFX-smell.I-3.II,Xs-haneeK-3.II,x̲s-haneek̲-t
1916,1098,ROOT;3.II,XshaneeKt,PFX-smell.I-3.II,Xs-haneeK-3.II,x̲s-haneek̲-t,802,1097,ROOT,XshaneeK,PFX-smell.I,Xs-haneeK,x̲s-haneek̲
1919,186,ROOT;PL;1PL.II,begu'm,arrive.PL-1PL.II,bekw.PL-1PL.II,bekw-'m,56,182,ROOT;SX,'witxwit,arrive-SX,'witxw-SX,'witxw-it
1920,182,ROOT;SX,'witxwit,arrive-SX,'witxw-SX,'witxw-it,56,186,ROOT;PL;1PL.II,begu'm,arrive.PL-1PL.II,bekw.PL-1PL.II,bekw-'m
1923,1150,ROOT;3PL.II,luuyuxwdiit,in-follow-3PL.II,luu-yuxw-3PL.II,luu-yuxw-diit,877,1149,ROOT,luuyuxw,in-follow,luu-yuxw,luu-yuxw
1924,1149,ROOT,luuyuxw,in-follow,luu-yuxw,luu-yuxw,877,1150,ROOT;3PL.II,luuyuxwdiit,in-follow-3PL.II,luu-yuxw-3PL.II,luu-yuxw-diit
1927,676,ROOT;3.II,K'apt,part-3.II,K'ap-3.II,k̲'ap-t,345,675,ROOT,K'ap,part,K'ap,k̲'ap
1928,675,ROOT,K'ap,part,K'ap,k̲'ap,345,676,ROOT;3.II,K'apt,part-3.II,K'ap-3.II,k̲'ap-t
1931,857,ROOT;1PL.II,yee'm,go.I-1PL.II,yee-1PL.II,yee-'m,575,858,ROOT;1SG.II,yee'y,go.I-1SG.II,yee-1SG.II,yee-'y
1932,857,ROOT;1PL.II,yee'm,go.I-1PL.II,yee-1PL.II,yee-'m,575,854,ROOT,yee,go.I,yee,yee
1933,858,ROOT;1SG.II,yee'y,go.I-1SG.II,yee-1SG.II,yee-'y,575,857,ROOT;1PL.II,yee'm,go.I-1PL.II,yee-1PL.II,yee-'m
1935,858,ROOT;1SG.II,yee'y,go.I-1SG.II,yee-1SG.II,yee-'y,575,854,ROOT,yee,go.I,yee,yee
1936,854,ROOT,yee,go.I,yee,yee,575,857,ROOT;1PL.II,yee'm,go.I-1PL.II,yee-1PL.II,yee-'m
1937,854,ROOT,yee,go.I,yee,yee,575,858,ROOT;1SG.II,yee'y,go.I-1SG.II,yee-1SG.II,yee-'y
1940,330,ROOT;3.II,wil'naat'ahlt,clan-3.II,wil'naat'ehl-3.II,wil'naat'ahl-t,118,329,ROOT,wil'naat'ahl,clan,wil'naat'ehl,wil'naat'ahl
1941,329,ROOT,wil'naat'ahl,clan,wil'naat'ehl,wil'naat'ahl,118,330,ROOT;3.II,wil'naat'ahlt,clan-3.II,wil'naat'ehl-3.II,wil'naat'ahl-t
1944,1074,ROOT;PL;3PL.II,jixjiksindiit,PL~moist-CAUS2-3PL.II,PL~jiks-in-3PL.II,CVC~jiks-in-diit,777,1073,ROOT;3PL.II,jiksindiit,moist-CAUS2-3PL.II,jiks-in-3PL.II,jiks-in-diit
1945,1073,ROOT;3PL.II,jiksindiit,moist-CAUS2-3PL.II,jiks-in-3PL.II,jiks-in-diit,777,1074,ROOT;PL;3PL.II,jixjiksindiit,PL~moist-CAUS2-3PL.II,PL~jiks-in-3PL.II,CVC~jiks-in-diit
1948,410,ROOT;TR;1SG.II,baasxi'y,fear-TR-1SG.II,baasx-TR-1SG.II,baasx-i-'y,164,408,ROOT,baas,fear,baas,baasx
1949,408,ROOT,baas,fear,baas,baasx,164,410,ROOT;TR;1SG.II,baasxi'y,fear-TR-1SG.II,baasx-TR-1SG.II,baasx-i-'y
1952,72,ROOT,mahl,tell,mehl,mahl,20,73,ROOT;3PL.II,mahldiit,tell-3PL.II,mehl-3PL.II,mahl-diit
1953,73,ROOT;3PL.II,mahldiit,tell-3PL.II,mehl-3PL.II,mahl-diit,20,72,ROOT,mahl,tell,mehl,mahl
1956,404,ROOT;PL,guk'uuhl,PL~year,PL~k'uuhl,CV~k'uuhl,162,403,ROOT,k'uuhl,year,k'uuhl,k'uuhl
1957,403,ROOT,k'uuhl,year,k'uuhl,k'uuhl,162,404,ROOT;PL,guk'uuhl,PL~year,PL~k'uuhl,CV~k'uuhl
1960,1287,ROOT;3.II,xhliiguut,all.over.II-take-3.II,xhlii-guu-3.II,xhlii-guu-t,1034,1286,ROOT,xhliiguu,all.over.II-take,xhlii-guu,xhlii-guu
1961,1286,ROOT,xhliiguu,all.over.II-take,xhlii-guu,xhlii-guu,1034,1287,ROOT;3.II,xhliiguut,all.over.II-take-3.II,xhlii-guu-3.II,xhlii-guu-t
1964,226,ROOT;PL,lit,stand.PL,lit.PL,lit,71,225,ROOT,hit,stand,hit,hit
1965,225,ROOT,hit,stand,hit,hit,71,226,ROOT;PL,lit,stand.PL,lit.PL,lit
1968,715,ROOT,'mukw,catch.fish,'mukw,'mukw,377,716,ROOT;3.II,'mukwt,catch.fish-3.II,'mukw-3.II,'mukw-t
1969,716,ROOT;3.II,'mukwt,catch.fish-3.II,'mukw-3.II,'mukw-t,377,715,ROOT,'mukw,catch.fish,'mukw,'mukw
1972,1037,ROOT,Xmaa'y,EXPR-berry,X-maa'y,x̲-maa'y,747,1038,ROOT;1PL.II,Xmaa'yi'm,EXPR-berry-1PL.II,X-maa'y-1PL.II,x̲-maa'y-'m
1973,1038,ROOT;1PL.II,Xmaa'yi'm,EXPR-berry-1PL.II,X-maa'y-1PL.II,x̲-maa'y-'m,747,1037,ROOT,Xmaa'y,EXPR-berry,X-maa'y,x̲-maa'y
1976,555,ROOT,'man,rub,'man,'man,259,556,ROOT;3.II,'mant,rub-3.II,'man-3.II,'man-t
1977,556,ROOT;3.II,'mant,rub-3.II,'man-3.II,'man-t,259,555,ROOT,'man,rub,'man,'man
1980,603,ROOT,hits,send,hets,hits,293,604,ROOT;1PL.II,hiji'm,send-1PL.II,hets-1PL.II,hits-'m
1981,604,ROOT;1PL.II,hiji'm,send-1PL.II,hets-1PL.II,hits-'m,293,603,ROOT,hits,send,hets,hits
1984,1244,ROOT;3.II,amhalaytt,used.for-shaman-3.II,am-halayt-3.II,am-halayt-t,969,1243,ROOT,amhalayt,used.for-shaman,am-halayt,am-halayt
1985,1243,ROOT,amhalayt,used.for-shaman,am-halayt,am-halayt,969,1244,ROOT;3.II,amhalaytt,used.for-shaman-3.II,am-halayt-3.II,am-halayt-t
1988,625,ROOT;1PL.II,aksi'm,drink-1PL.II,aks-1PL.II,aks-'m,303,624,ROOT,aks,drin,aks,aks
1989,624,ROOT,aks,drin,aks,aks,303,625,ROOT;1PL.II,aksi'm,drink-1PL.II,aks-1PL.II,aks-'m
1992,789,ROOT;3.II,hahlut'aXhlxwt,bubble-3.II,hahlut'aXhlxw-3.II,hahlut'ax̲hlxw-t,492,788,ROOT,hahlut'aXhlxw,bubble,hahlut'aXhlxw,hahlut'ax̲hlxw
1993,788,ROOT,hahlut'aXhlxw,bubble,hahlut'aXhlxw,hahlut'ax̲hlxw,492,789,ROOT;3.II,hahlut'aXhlxwt,bubble-3.II,hahlut'aXhlxw-3.II,hahlut'ax̲hlxw-t
1996,305,ROOT;3.II,se'et,leg-3.II,se'e-3.II,se'e-t,106,304,ROOT,se'e,le,se'e,se'e
1997,304,ROOT,se'e,le,se'e,se'e,106,305,ROOT;3.II,se'et,leg-3.II,se'e-3.II,se'e-t
2000,534,ROOT,ts'uuts',bird,ts'uuts',ts'uuts',230,535,ROOT;3.II,ts'uuts't,bird-3.II,ts'uuts'-3.II,ts'uuts'-t
2001,535,ROOT;3.II,ts'uuts't,bird-3.II,ts'uuts'-3.II,ts'uuts'-t,230,534,ROOT,ts'uuts',bird,ts'uuts',ts'uuts'
2004,1026,ROOT;1PL.II,Xa'naayi'm,EXPR-bread-1PL.II,X-anaax-1PL.II,x̲-anaax-'m,742,1025,ROOT,Xanaa,EXPR-bread,X-anaa,x̲-anaax
2005,1025,ROOT,Xanaa,EXPR-bread,X-anaa,x̲-anaax,742,1026,ROOT;1PL.II,Xa'naayi'm,EXPR-bread-1PL.II,X-anaax-1PL.II,x̲-anaax-'m
2008,485,ROOT,'masxw,fart,'masxw,'masxw,198,486,ROOT;3.II,'masxwt,fart-3.II,'masxw-3.II,'masxw-t
2009,486,ROOT;3.II,'masxwt,fart-3.II,'masxw-3.II,'masxw-t,198,485,ROOT,'masxw,fart,'masxw,'masxw
2012,720,ROOT;3.II,maGoont,origin-3.II,maGoon-3.II,mag̲oon-t,382,719,ROOT,maGoon,origin,maGoon,mag̲oon
2013,719,ROOT,maGoon,origin,maGoon,mag̲oon,382,720,ROOT;3.II,maGoont,origin-3.II,maGoon-3.II,mag̲oon-t
2016,1239,ROOT,t'imGes,surface-hair,t'im-Ges,t'im-g̲es,964,1240,ROOT;3.II,t'imGest,surface-hair-3.II,t'im-Ges-3.II,t'im-g̲es-t
2017,1240,ROOT;3.II,t'imGest,surface-hair-3.II,t'im-Ges-3.II,t'im-g̲es-t,964,1239,ROOT,t'imGes,surface-hair,t'im-Ges,t'im-g̲es
2020,374,ROOT,algaX,speech,algaX,algax̲,149,375,ROOT;1PL.II,algaXa'm,speech-1PL.II,algaX-1PL.II,algax̲-'m
2021,375,ROOT;1PL.II,algaXa'm,speech-1PL.II,algaX-1PL.II,algax̲-'m,149,374,ROOT,algaX,speech,algaX,algax̲
2024,980,ROOT;TR;3.II,sityeewit,CAUS1-change-TR-3.II,si-tyeexw-TR-3.II,si-tyeexw-i-t,705,979,ROOT;3PL.II,sityeexwdiit,CAUS1-change-3PL.II,si-tyeexw-3PL.II,si-tyeexw-diit
2025,979,ROOT;3PL.II,sityeexwdiit,CAUS1-change-3PL.II,si-tyeexw-3PL.II,si-tyeexw-diit,705,980,ROOT;TR;3.II,sityeewit,CAUS1-change-TR-3.II,si-tyeexw-TR-3.II,si-tyeexw-i-t
2028,601,ROOT,lekw,firewood,lekw,lekw,290,602,ROOT;3PL.II,lekwdiit,firewood-3PL.II,lekw-3PL.II,lekw-diit
2029,602,ROOT;3PL.II,lekwdiit,firewood-3PL.II,lekw-3PL.II,lekw-diit,290,601,ROOT,lekw,firewood,lekw,lekw
2032,1117,ROOT;3PL.II,saGaytGoodindiit,together-all.gone-CAUS2-3PL.II,saGayt-Gooda-in-3PL.II,sag̲ayt-g̲ooda-in-diit,833,1115,ROOT,saGaytGoodain,together-all.gone-CAUS2,saGayt-Gooda-in,sag̲ayt-g̲ooda-in
2033,1115,ROOT,saGaytGoodain,together-all.gone-CAUS2,saGayt-Gooda-in,sag̲ayt-g̲ooda-in,833,1117,ROOT;3PL.II,saGaytGoodindiit,together-all.gone-CAUS2-3PL.II,saGayt-Gooda-in-3PL.II,sag̲ayt-g̲ooda-in-diit
2036,125,ROOT,maa'y,berry,maa'y,maa'y,37,126,ROOT;1PL.II,maa'yi'm,berry-1PL.II,maa'y-1PL.II,maa'y-'m
2037,126,ROOT;1PL.II,maa'yi'm,berry-1PL.II,maa'y-1PL.II,maa'y-'m,37,125,ROOT,maa'y,berry,maa'y,maa'y
2040,1046,ROOT;3PL.II,hooyindiit,use-CAUS2-3PL.II,hooy-in-3PL.II,hooy-in-diit,753,1045,ROOT,hooyin,use-CAUS2,hooy-in,hooy-in
2041,1045,ROOT,hooyin,use-CAUS2,hooy-in,hooy-in,753,1046,ROOT;3PL.II,hooyindiit,use-CAUS2-3PL.II,hooy-in-3PL.II,hooy-in-diit
2044,998,ROOT;3.II,t'ak'int,fold-CAUS2-3.II,t'ak'-in-3.II,t'ak'-in-t,723,997,ROOT,t'ak'in,fold-CAUS2,t'ak'-in,t'ak'-in
2045,997,ROOT,t'ak'in,fold-CAUS2,t'ak'-in,t'ak'-in,723,998,ROOT;3.II,t'ak'int,fold-CAUS2-3.II,t'ak'-in-3.II,t'ak'-in-t
2048,547,ROOT,Gaseexw,in.front.of,Gaseexw,g̲aseexw,246,548,ROOT;3.II,Gaseexwt,in.front.of-3.II,Gaseexw-3.II,g̲aseexw-t
2049,548,ROOT;3.II,Gaseexwt,in.front.of-3.II,Gaseexw-3.II,g̲aseexw-t,246,547,ROOT,Gaseexw,in.front.of,Gaseexw,g̲aseexw
2052,730,ROOT;3PL.II,seeXdiit,set.watch.over-3PL.II,seeX-3PL.II,seex̲-diit,402,729,ROOT,seeX,set.watch.over,seeX,seex̲
2053,729,ROOT,seeX,set.watch.over,seeX,seex̲,402,730,ROOT;3PL.II,seeXdiit,set.watch.over-3PL.II,seeX-3PL.II,seex̲-diit
2056,655,ROOT;PL,aliisxw,weak.PL,aliisxw.PL,aliisxw,326,654,ROOT,alisxw,wea,alisxw,alisxw
2057,655,ROOT;PL,aliisxw,weak.PL,aliisxw.PL,aliisxw,326,657,ROOT;PL;1PL.II,aliisxu'm,weak.PL-1PL.II,aliisxw.PL-1PL.II,aliisxw-'m
2058,654,ROOT,alisxw,wea,alisxw,alisxw,326,655,ROOT;PL,aliisxw,weak.PL,aliisxw.PL,aliisxw
